MSG, ID, DLC, Signal, Start, Length, Endianess, Scaling, Offset, Minimum, Maximum, Signed, Units, Multiplexed, Floating,
PaakRqData1, 1128, 8, KeyPadCodeProg_D_Stat, 63, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Upfitter_Data2, 1134, 8, UpftrDgtlIn12_D_Stat, 3, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Upfitter_Data2, 1134, 8, UpftrDgtlIn11_D_Stat, 5, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Upfitter_Data2, 1134, 8, UpftrDgtlIn10_D_Stat, 7, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Voltage_Power_Data2, 1119, 8, CoolFanDcdc_D_Rq, 5, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Voltage_Power_Data2, 1119, 8, DcdcClntFlw_D_Rq, 7, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
TesterPhysicalReqBECMB_EPM, 1827, 8, TesterPhysicalReqBECMB_EPM, 7, 64, motorola, 1, 0, 0, 1.84467e+19, false, unitless, N/A, no, 
TesterPhysicalResBECMB_EPM, 1835, 8, TesterPhysicalResBECMB_EPM, 7, 64, motorola, 1, 0, 0, 1.84467e+19, false, unitless, N/A, no, 
Power_Stat, 1110, 8, RstrnMdulePw_D_Falt, 7, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
PedestrianAlert_Data, 1036, 8, PdstrnAlrt_B_Falt, 7, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, StopStrtVThres_D_Stat, 4, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, EngTeHi_B_Actl, 5, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, DcdcOn_B_Rq, 6, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, ULoBattSpprtSustn_B_Rq, 7, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, GrdAsstActv_B_Stat, 8, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
HEV_Powertrain_Data6, 1152, 8, VehElEff_No_Avg, 15, 7, motorola, 10, -100, -100, 1150, false, watt*hr/km, N/A, no, 
PowertrainData_8, 519, 8, RearDiffLck_Tq_Rq, 7, 14, motorola, 1, 0, 0, 16381, false, Nm, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2_I_Actl, 7, 16, motorola, 0.1, -1000, -1000, 5553.4, false, ampere, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2Coil_Te_Actl, 23, 8, motorola, 1, -40, -40, 213, false, degC, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2Inv_Te_Actl, 31, 8, motorola, 1, -40, -40, 213, false, degC, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2_U_Actl, 39, 10, motorola, 1, 0, 0, 1023, false, volt, N/A, no, 
MtrTracData_1, 1089, 8, Mtr2Aout_W_ActlMntr, 45, 10, motorola, 6.28, -3209, -3209, 3209.16, false, radians/sec, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2TeAlrm_B_Stat, 49, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MtrTracData_1, 1089, 8, MtrTrac2Falt_B_Stat, 50, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MtrTracData_1, 1089, 8, Mtr2CntlTeAlrm_B_Stat, 51, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MtrTracData_1, 1089, 8, Inv1_Te_Actl, 63, 8, motorola, 1, -40, -40, 213, false, degC, N/A, no, 
DifferentialCtrlData_1, 518, 8, RearDiffLck_Tq_Actl2, 7, 14, motorola, 1, 0, 0, 16381, false, Nm, N/A, no, 
Engine_Data_18, 523, 8, EngAirFiltMsgTxt_D_Rq, 2, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Engine_Data_18, 523, 8, UreaMnAdd_L_Actl, 7, 5, motorola, 1, 0, 0, 31, false, litre, N/A, no, 
Engine_Data_18, 523, 8, WaterInFuel_B_Falt, 8, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Engine_Data_18, 523, 8, UreaMnAdd_L2_Actl, 23, 8, motorola, 0.1, 0, 0, 25.4, false, litre, N/A, no, 
Engine_Data_18, 523, 8, VehUreaRnge3_L_DsplyMx, 31, 16, motorola, 1, 0, 0, 65535, false, unitless, N/A, no, 
Engine_Data_18, 523, 8, UreaMxAdd_L2_Actl, 47, 9, motorola, 0.1, 0, 0, 51, false, litre, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMNodeId, 7, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMControl, 15, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMReserved1, 23, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMReserved2, 31, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_GWOnBoardTester, 39, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_GWNMProxy, 47, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMReserved3, 55, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BECMB_AutoSar_Network_Mgmt, 1458, 8, BECMB_AutoSarNMReserved4, 63, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracInsltn_R_Actl, 7, 8, motorola, 6000, 0, 0, 1.524e+06, false, ohm, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracMnCell_Te_Actl, 15, 8, motorola, 1, -40, -40, 213, false, degC, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracMxCell_Te_Actl, 23, 8, motorola, 1, -40, -40, 213, false, degC, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracCell_U_Mn, 31, 14, motorola, 0.001, 0, 0, 16.382, false, volt, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracInsAlrm_B_Stat, 32, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracEq_B_Actl, 33, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracCell_U_Mx, 47, 14, motorola, 0.001, 0, 0, 16.382, false, volt, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracTeMx_B_Stat, 48, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracTeMn_B_Stat, 49, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattChrgOvrCurnt_B_Falt, 60, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracUMx_B_Stat, 61, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracUMn_B_Stat, 62, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BattTrac_Data1, 1092, 8, BattTracUAlrm_B_Stat, 63, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
GatewayData4_HS1, 1075, 8, RearDiffLck_Tq_RqMn, 7, 12, motorola, 4, 0, 0, 16376, false, Nm, N/A, no, 
GatewayData4_HS1, 1075, 8, RearDiffLck_Tq_RqMn_UB, 11, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePinRelInit_An_Sns, 7, 16, motorola, 0.1, -3200, -3200, 3353.3, false, degrees, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePinComp_An_Est, 22, 15, motorola, 0.1, -1600, -1600, 1676.7, false, degrees, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePw_B_Rq, 23, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePinAn_No_Cs, 39, 8, motorola, 1, 0, 0, 255, false, Unitless, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePinCompAnEst_D_Qf, 43, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
SteeringPinion_Data_HS1, 126, 8, StePinAn_No_Cnt, 47, 4, motorola, 1, 0, 0, 15, false, unitless, N/A, no, 
TesterPhysicalReqPACM, 1872, 8, TesterPhysicalReqPACM, 7, 64, motorola, 1, 0, 0, 1.84467e+19, false, unitless, N/A, no, 
TesterPhysicalResPACM, 1880, 8, TesterPhysicalResPACM, 7, 64, motorola, 1, 0, 0, 1.84467e+19, false, unitless, N/A, no, 
BrakeSnData_5_HS1, 118, 8, SteWhlComp_An_Est, 6, 15, motorola, 0.1, -1600, -1600, 1676.7, false, deg, N/A, no, 
BrakeSnData_5_HS1, 118, 8, StopLamp_B_RqBrk, 7, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, DrvSte_D_Stat, 19, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, EmgcyBrkLamp_D_Rq, 21, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, SteWhlCompAnEst_D_Qf, 23, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, DrvSte_Tq_Rq, 31, 8, motorola, 0.0625, -8, -8, 7.8125, false, Nm, N/A, no, 
BrakeSnData_5_HS1, 118, 8, AwdLck_Tq_RqMx, 35, 12, motorola, 1, 0, 0, 4095, false, Nm, N/A, no, 
BrakeSnData_5_HS1, 118, 8, BrkTerrMde_D_Actl, 38, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, BrkCtrFnd_B_Stat, 39, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BrakeSnData_5_HS1, 118, 8, AwdLck_Tq_RqMn, 51, 12, motorola, 1, 0, 0, 4095, false, Nm, N/A, no, 
BrakeSnData_5_HS1, 118, 8, BrkTerrMdeChng_D_Rdy, 54, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchRr_B_Falt, 0, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchRl_B_Falt, 1, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchLckRr_B_Stat, 2, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchLckRl_B_Stat, 3, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchLckFr_B_Stat, 4, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchLckFl_B_Stat, 5, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchFr_B_Falt, 6, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchFl_B_Falt, 7, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchCntFr_No_Actl, 11, 4, motorola, 1, 0, 0, 15, false, unitless, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchCntFl_No_Actl, 15, 4, motorola, 1, 0, 0, 15, false, unitless, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchCntRr_No_Actl, 19, 4, motorola, 1, 0, 0, 15, false, unitless, N/A, no, 
BodyGatewayData_3, 1079, 8, DrLatchCntRl_No_Actl, 23, 4, motorola, 1, 0, 0, 15, false, unitless, N/A, no, 
BodyGatewayData_3, 1079, 8, ChildLckFdbckRr_B_Stat, 30, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BodyGatewayData_3, 1079, 8, ChildLckFdbckRl_B_Stat, 31, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Body_Info_10, 954, 8, GenericSwtch2_No_Actl, 4, 3, motorola, 1, 0, 0, 7, false, unitless, N/A, no, 
Body_Info_10, 954, 8, GenericSwtch1_No_Actl, 7, 3, motorola, 1, 0, 0, 7, false, unitless, N/A, no, 
Body_Info_10, 954, 8, GenericSwtch3_No_Actl, 15, 3, motorola, 1, 0, 0, 7, false, unitless, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrSrvcRqd_B_Rq, 0, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrInPwMde_D_Actl, 4, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgCordLck_D_Stat, 7, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgCordChlng1_No_Actl, 15, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgCordChlng2_No_Actl, 23, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrClntFlw_D_Rq, 31, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrAvailEvnt_B_Stat, 32, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgChngEvnt_B_Stat, 33, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgCrdLck_D_Falt, 41, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrS2Swtch_B_Stat, 42, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgPortDrOpen_B_Stat, 43, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, CoolFanChrgr_D_Rq, 45, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, PlgStatEvnt_B_Stat, 46, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ChrgrCnnctPwr_B_Stat, 47, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, DgtlCommGtwyMde_D_Rq, 48, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
BatteryCharge_Data2, 1118, 8, ExtChrgNowButtn_B_Rq, 49, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Body_Info_8, 953, 8, WakeAlarm3_D_Stat, 1, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Body_Info_8, 953, 8, WakeAlarm2_D_Stat, 3, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Body_Info_8, 953, 8, WakeAlarm1_D_Stat, 5, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Body_Info_8, 953, 8, WakeAlarm0_D_Stat, 7, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Body_Info_8, 953, 8, ChrgCordResp1_No_Actl, 15, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
Body_Info_8, 953, 8, ChrgCordResp2_No_Actl, 23, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
Body_Info_8, 953, 8, PaakMyKeySearch_D_Stat, 30, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Body_Info_8, 953, 8, ChrgCordLck_B_Stat, 31, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Body_Info_8, 953, 8, KeyMyKeyTot_No2_Cnt, 39, 7, motorola, 1, 0, 0, 127, false, unitless, N/A, no, 
Body_Info_8, 953, 8, KeyAdmnTot_No2_Cnt, 47, 7, motorola, 1, 0, 0, 127, false, unitless, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracIsoDis_B_Stat, 0, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracTeSustn_B_Rq, 1, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracTeEvnt_B_Stat, 2, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattChrgTrgtEvnt_B_Stat, 3, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracChrgSustn_B_Rq, 4, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, HtrnClntPump_D_Stat, 6, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracDcdcDis_B_Rq, 7, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracHvilOpen_B_Stat, 8, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracCoolLvl_D_Rq, 11, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattDcCnnct_D_Cmd, 14, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracCnnct_D_Cmd, 18, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, CoolFanBatt_D_Rq, 23, 5, motorola, 1, 0, 0, 31, false, unitless, N/A, no, 
Battery_Traction_6, 1112, 8, BattTrac2_E_Avail, 31, 12, motorola, 50, 0, 0, 204650, false, watt*hour, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracClntPmp_D_Stat, 33, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracHeat_D_Rq, 35, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Battery_Traction_6, 1112, 8, BattTrac2_E_Max, 47, 12, motorola, 50, 0, 0, 204650, false, watt*hour, N/A, no, 
Battery_Traction_6, 1112, 8, BattTracDelta_Te_Actl, 63, 8, motorola, 0.5, -60, -60, 67.5, false, degC, N/A, no, 
UpfitterReq_Data, 1116, 8, Rstrt_D_RqUpftr, 1, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
UpfitterReq_Data, 1116, 8, Lock_D_RqUpftr, 4, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
UpfitterReq_Data, 1116, 8, Chirp_D_RqUpftr, 7, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
UpfitterReq_Data, 1116, 8, Panic_D_RqUpftr, 15, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
UpfitterReq_Data, 1116, 8, ChirpRq_No_ActlUpftr, 23, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
UpfitterReq_Data, 1116, 8, LockRq_No_ActlUpftr, 31, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
UpfitterReq_Data, 1116, 8, PanicRq_No_ActlUpftr, 39, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
UpfitterReq_Data, 1116, 8, RstrtRq_No_ActlUpftr, 47, 8, motorola, 1, 0, 0, 255, false, unitless, N/A, no, 
UpfitterReq_Data, 1116, 8, RollCode_No_ActlUpftr, 55, 16, motorola, 1, 0, 0, 65535, false, unitless, N/A, no, 
MHT_EV_Wakeup, 1144, 8, WakeAlarm0_T_Rq, 7, 15, motorola, 1, 0, 0, 32767, false, minute, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattTracDrvSustn_B_Rq, 8, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, HtrnCnnctPwr_B_Stat, 16, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, PtcHtr_D_Stat, 18, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, HtrnClntFlw_D_Rq, 20, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, WakeAlarm0_B_Typ, 21, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, ChrgNowEvnt_B_Stat, 22, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, CabinDrvSustn_B_Rq, 23, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BrkAppl_D_RqPt, 25, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, HtrnDcdcDis_B_Rq, 26, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattTracChillerOn_B_Rq, 27, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattTracChiller_D_Stat, 29, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattClntVlvOvrrd_D_Rq, 31, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, PreCondBatt_B_Actl, 32, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattChrgTrgtSoC_D_Rq, 35, 3, motorola, 1, 0, 0, 7, false, Percent, N/A, no, 
MHT_EV_Wakeup, 1144, 8, HeatCoreSovRear_B_Rq, 36, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, CabnEvapSovRear_B_Rq, 37, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, CabnEvapSovFront_B_Rq, 38, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattChlrSov_B_Rq, 39, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
MHT_EV_Wakeup, 1144, 8, BattTracClntVlv_B_Rq, 47, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, AwdLckRgen_Tq_RqMn, 7, 12, motorola, 1, -4095, -4095, 0, false, Nm, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, AwdLck_Tq_RqMx, 23, 12, motorola, 1, 0, 0, 4095, false, Nm, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, AwdLck_Tq_RqMn, 27, 12, motorola, 1, 0, 0, 4095, false, Nm, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, BrkTerrMdeChng_D_Rdy, 44, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, BrkTerrMde_D_Actl, 47, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, AwdLatDelta_Tq_Rq, 54, 12, motorola, 2, -4095, -4095, 4095, false, Nm, N/A, no, 
SteeringPinion_Data2_HS1, 127, 8, AwdLatDelta_B_Rq, 55, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, BpedDrvMsgTxt_B_Dsply, 0, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, EngMxTqCurr_Pc_Dsply, 7, 7, motorola, 1, 0, 0, 100, false, percent, N/A, no, 
Powertrain_Data_4, 1060, 8, RearDiffOil_Te_Actl, 15, 9, motorola, 1, -40, -40, 470, false, degC, N/A, no, 
Powertrain_Data_4, 1060, 8, FuelLvlWarn_D_ActlEng, 19, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, RearDiffOilTeWarn_B_Rq, 20, 1, motorola, 1, 0, 0, 1, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, EngExhMdeQuiet_D_Stat, 22, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, SelDrvMdePt_D_Stat, 25, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Powertrain_Data_4, 1060, 8, FuelRange_L_DsplyEng, 39, 14, motorola, 0.1, 0, 0, 1638.3, false, kilometer, N/A, no, 
Powertrain_Data_4, 1060, 8, FuelLvl_Pc_DsplyEng, 41, 10, motorola, 0.108696, -5.21741, -5.21741, 105.979, false, percent, N/A, no, 
Battery_Traction_5, 589, 8, BattTrac2_Pw_ChrgInst, 7, 13, motorola, 50, 0, 0, 409550, false, watts, N/A, no, 
Battery_Traction_5, 589, 8, DcdcUHi2_I_Actl, 10, 11, motorola, 0.1, 0, 0, 204.6, false, ampere, N/A, no, 
Battery_Traction_5, 589, 8, BattTrac2_Pw_LimChrg, 31, 13, motorola, 50, 0, 0, 409550, false, watts, N/A, no, 
Battery_Traction_5, 589, 8, BattTrac2_Pw_LimDchrg, 34, 13, motorola, 50, 0, 0, 409550, false, watts, N/A, no, 
Battery_Traction_5, 589, 8, BattTrac2_Pw_DchrgInst, 53, 13, motorola, 50, 0, 0, 409550, false, watts, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, Dimming_Level_Cmd, 1, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendedColorBlue_Cmd, 5, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendedColor_Cmd, 7, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendedColorRed_Cmd, 11, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendedColorGreen_Cmd, 15, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BrkDrvMde_D_Rq, 18, 3, motorola, 1, 0, 0, 7, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, Current_Color_Cmd, 23, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendedColor_CmdGage, 25, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, SlMde_D_Rq, 27, 2, motorola, 1, 0, 0, 3, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, IsaOffst_D_Rq, 31, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendColorGrn_CmdGage, 35, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
Cluster_Lighting_Rq_HS1, 968, 8, BlendColorBlue_CmdGage, 39, 4, motorola, 1, 0, 0, 15, false, SED, N/A, no, 
